1	2	6
2	3	7
3	4	8
4	5	9
1	6	10
6	2	11
2	7	11
7	3	12
3	8	12
8	4	13
4	9	13
9	5	14
10	6	11
11	7	12
12	8	13
13	9	14
10	11	15
11	12	16
12	13	17
13	14	18
10	15	19
15	11	20
11	16	20
16	12	21
12	17	21
17	13	22
13	18	22
18	14	23
19	15	20
20	16	21
21	17	22
22	18	23
