1	4	2
2	5	3
1	6	4
7	2	4
7	5	2
5	8	3
7	4	6
7	8	5
7	6	9
7	10	8
9	6	11
12	7	9
12	10	7
10	13	8
9	11	12
10	12	13
14	11	12
15	12	13
14	11	16
14	17	12
15	12	17
15	18	13
14	16	17
15	17	18
19	16	17
20	17	18
19	16	21
19	22	17
20	17	22
20	23	18
19	21	22
20	22	23
